"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.0734274580221296,0.0674851223733182,0.0687394545556816,0.0827016176235845,0.0663452310998288,0.137261913263778,0.501645690102485,0.355972915003679,0.247881397420596
0.0965009348681681,0.0936740643418995,0.086858067120008,0.0994131327892396,0.0807300243827342,0.141446771575703,0.502927557535007,0.34843688634208,0.243457079070109
0.123361136384073,0.116250288729231,0.102608462109596,0.126995928934616,0.101985052585911,0.147863097138858,0.506011675572625,0.349188803257379,0.250888023429378
0.163957799936936,0.153238409055987,0.127351866880694,0.161628195787968,0.130523693000292,0.157664231866362,0.492328950799967,0.341965114653,0.244759691956839
0.210854930703083,0.183595007085233,0.154803630978618,0.210771023683106,0.176764343500416,0.168717348081172,0.503734005153461,0.342243844135799,0.252271248426734
0.27852708187057,0.236113288454896,0.190575436499558,0.280121234300268,0.217450414307912,0.182803984630524,0.483115514758738,0.341251303957146,0.242683643558545
