"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.0609104917070945,0.0315017256670168,0.0170388379885483,0.0207059894716481,0.00852836326618433,0.00342565614152974,-0.0800959549540428,-0.0404951910725213,-0.0178438224604483
0.088637734628092,0.0447392480938156,0.0215467510311879,0.0251781254266477,0.0140827561222938,0.00582719314936452,-0.10661572116719,-0.0572433402239948,-0.0277719642805474
0.122939017402939,0.0626367361857239,0.0320204934377969,0.0348826604489968,0.0204957990817632,0.00994155822796414,-0.154780625402536,-0.076876017066443,-0.0421722420556461
0.193509322772833,0.10180370287961,0.0488088918128653,0.0422169634151961,0.0210727046199581,0.0118645766886139,-0.237738747367779,-0.121440851858014,-0.0602173106340694
0.308756266333171,0.152875495485706,0.073915463064233,0.0575116683812947,0.0312825910052222,0.0101293879380741,-0.369532593961615,-0.187047086317857,-0.0921930827123165
0.501907818229602,0.248051492880006,0.123690336243378,0.0672162034036437,0.0319668278063371,0.0102680241526791,-0.541709828229097,-0.275617738906624,-0.133359094178088
